Company,Question ID,From Sentences,Unit,Value
Courage Investment Group Limited_report,B-GOV_ETB_ACT_N,"during fy2022, the group's directors and employees had received a total of 9 hours of training per employee fy2021: 10 hours of training per employee and 11 hours of training per employee fy2021: 8 hours of training per employee of anti-corruption training, respectively.",number of employees,16
Courage Investment Group Limited_report,B-GOV_ETB_ACT_P,"during fy2022, the group's directors and employees had received a total of 9 hours of training per employee fy2021: 10 hours of training per employee and 11 hours of training per employee fy2021: 8 hours of training per employee of anti-corruption training, respectively. during fy2022, 75.00% fy2021: 75.00% of the group’s employees have received training,",percentage,100%
Courage Investment Group Limited_report,B-GOV_CER_LRC,suppliers with the iso 14001: environmental management system ems certificate will be prioritised in the group's supplier engagement process.,certifications,ISO 14001
Courage Investment Group Limited_report,B-GOV_ALF_AFD,"the esg report has been prepared in accordance with the environmental, social and governance reporting guide the “esg reporting guide” set out in appendix 27 to the hong kong listing rules.",framework,Appendix 27 to the Hong Kong Listing Rules
Courage Investment Group Limited_report,B-GOV_ASS_ASR,the esg report has been internally reviewed by the group's senior management and approved by the board.,assurance type,internal
Pacific Century Regional Developments Limited_report,B-ENV_GHG_AET,"In response to the global climate crisis, pccw has leveraged technology to facilitate reducing greenhouse gas emissions, enhancing operational and energy efficiency, and promoting sustainable resource consumption.",tCO2e,Not specified
Pacific Century Regional Developments Limited_report,B-ENV_GHG_AE1,"In response to the global climate crisis, pccw has leveraged technology to facilitate reducing greenhouse gas emissions, enhancing operational and energy efficiency, and promoting sustainable resource consumption.",tCO2e,Not specified
Pacific Century Regional Developments Limited_report,B-ENV_GHG_AE2,"In response to the global climate crisis, pccw has leveraged technology to facilitate reducing greenhouse gas emissions, enhancing operational and energy efficiency, and promoting sustainable resource consumption.",tCO2e,Not specified
Pacific Century Regional Developments Limited_report,B-ENV_GHG_AE3,"In response to the global climate crisis, pccw has leveraged technology to facilitate reducing greenhouse gas emissions, enhancing operational and energy efficiency, and promoting sustainable resource consumption.",tCO2e,Not specified
Pacific Century Regional Developments Limited_report,B-ENV_GHG_EIT,The company's sustainability report is reviewed independently and by the audit committee.,tCO2e/revenue,Not specified
Pacific Century Regional Developments Limited_report,B-ENV_GHG_EI1,The company's sustainability report is reviewed independently and by the audit committee.,tCO2e/production units,Not specified
Pacific Century Regional Developments Limited_report,B-ENV_GHG_EI2,The company's sustainability report is reviewed independently and by the audit committee.,tCO2e/square footage,Not specified
Pacific Century Regional Developments Limited_report,B-ENV_GHG_EI3,The company's sustainability report is reviewed independently and by the audit committee.,tCO2e/product sold,Not specified
Pacific Century Regional Developments Limited_report,B-ENV_ENC_TEC,The company's sustainability report is reviewed independently and by the audit committee.,MWhs or GJ,Not specified
Pacific Century Regional Developments Limited_report,B-ENV_ENC_ECI,The company's sustainability report is reviewed independently and by the audit committee.,MWhs or GJ/square footage,Not specified
Pacific Century Regional Developments Limited_report,B-ENV_WAC_TWC,The company's sustainability report is reviewed independently and by the audit committee.,ML or m³,Not specified
Pacific Century Regional Developments Limited_report,B-ENV_WAC_WCI,The company's sustainability report is reviewed independently and by the audit committee.,ML or m³/unit produced,Not specified
Pacific Century Regional Developments Limited_report,B-ENV_WAG_TWG,The company's sustainability report is reviewed independently and by the audit committee.,tons,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_GED_CEG_M,Diversity in terms of female to male staff is 1.5:1 with 33% of management roles held by female staff.,percentage,40%
Pacific Century Regional Developments Limited_report,B-SOC_GED_CEG_F,Diversity in terms of female to male staff is 1.5:1 with 33% of management roles held by female staff.,percentage,60%
Pacific Century Regional Developments Limited_report,B-SOC_GED_NHG_M,The company's sustainability report is reviewed independently and by the audit committee.,percentage,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_GED_NHG_F,The company's sustainability report is reviewed independently and by the audit committee.,percentage,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_GED_ETG_M,Our staff turnover continues to be low with a large percentage of employees having between 5 and 25 years of service to the group.,percentage,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_GED_ETG_F,Our staff turnover continues to be low with a large percentage of employees having between 5 and 25 years of service to the group.,percentage,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_AGD_CEA_U30,"The board, considering the views of the nomination committee nc , believes the current board has an appropriate level of diversity in skills, experience, gender, age, and independence as outlined in the board diversity policy . this enables effective decision-making in the best interests of the company.",percentage,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_AGD_CEA_B35,"The board, considering the views of the nomination committee nc , believes the current board has an appropriate level of diversity in skills, experience, gender, age, and independence as outlined in the board diversity policy . this enables effective decision-making in the best interests of the company.",percentage,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_AGD_CEA_A50,"The board, considering the views of the nomination committee nc , believes the current board has an appropriate level of diversity in skills, experience, gender, age, and independence as outlined in the board diversity policy . this enables effective decision-making in the best interests of the company.",percentage,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_AGD_NHI_U30,The company's sustainability report is reviewed independently and by the audit committee.,percentage,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_AGD_NHI_B35,The company's sustainability report is reviewed independently and by the audit committee.,percentage,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_AGD_NHI_A50,The company's sustainability report is reviewed independently and by the audit committee.,percentage,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_AGD_TOR_U30,Our staff turnover continues to be low with a large percentage of employees having between 5 and 25 years of service to the group.,percentage,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_AGD_TOR_B35,Our staff turnover continues to be low with a large percentage of employees having between 5 and 25 years of service to the group.,percentage,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_AGD_TOR_A50,Our staff turnover continues to be low with a large percentage of employees having between 5 and 25 years of service to the group.,percentage,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_DEV_ATH_M,The company's sustainability report is reviewed independently and by the audit committee.,hours,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_DEV_ATH_F,The company's sustainability report is reviewed independently and by the audit committee.,hours,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_OHS_FAT,The company's sustainability report is reviewed independently and by the audit committee.,number,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_OHS_HCI,The company's sustainability report is reviewed independently and by the audit committee.,number,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_OHS_REC,The company's sustainability report is reviewed independently and by the audit committee.,number,Not specified
Pacific Century Regional Developments Limited_report,B-SOC_OHS_RWI,The company's sustainability report is reviewed independently and by the audit committee.,number,Not specified
Pacific Century Regional Developments Limited_report,B-GOV_BOC_BIN,"the board currently comprises nine directors of whom two are executive directors, one is a non-executive director and six are independent non-executive directors.",percentage,67%
Pacific Century Regional Developments Limited_report,B-GOV_BOC_WOB,The board's commitment to a minimum of 20% female directors. This target was met in fy2022 (33%).,percentage,33%
Pacific Century Regional Developments Limited_report,B-GOV_MAD_WMT,Diversity in terms of female to male staff is 1.5:1 with 33% of management roles held by female staff.,percentage,33%
Pacific Century Regional Developments Limited_report,B-GOV_ETB_ACD,The company did not receive any whistleblowing reports of any impropriety in the 2022 financial year.,number,0
Pacific Century Regional Developments Limited_report,B-GOV_ETB_ACT_N,all employees are required to confirm annually that they have read and understood our anti-bribery and corruption policies.,number,10
Pacific Century Regional Developments Limited_report,B-GOV_ETB_ACT_P,all employees are required to confirm annually that they have read and understood our anti-bribery and corruption policies.,percentage,100%
Pacific Century Regional Developments Limited_report,B-GOV_CER_LRC,the environmental and social data in the 2022 esg reports of both pccw and hkt have been independently reviewed and verified by the hong kong quality assurance agency “hkqaa” .,certifications,The environmental and social data in the 2022 ESG reports of both PCCW and HKT have been independently reviewed and verified by the Hong Kong Quality Assurance Agency (HKQAA).
Pacific Century Regional Developments Limited_report,B-GOV_ALF_AFD,"this report has been prepared with reference to the global reporting initiative “gri” standards and in line with the sgx sustainability reporting guide. gri is the most commonly adopted set of sustainability reporting standards in singapore, and additionally helps organisations to understand and disclose their impacts in a way that meets the needs of multiple stakeholders. the report covers the group’s policies, practices, initiatives, performance and goals in relation to material esg factors and is updated on an annual basis. according to the taskforce on financial related climate disclosures tcfd , pcrd is classified as an investment holding company. pcrd is undertaking a climate risk assessment, as well as an evaluation of climate-related risks and opportunities in our operations and strategy. further climate-related disclosures will be made according to the tcfd guidelines in further reporting cycles.",frameworks,"GRI Standards, SGX Sustainability Reporting Guide, TCFD"
Pacific Century Regional Developments Limited_report,B-GOV_ASS_ASR,we have not sought external assurance for this reporting period but will consider doing so in future if circumstances merit such assurance. internal review has been undertaken and the report has been reviewed and approved by the board for this reporting cycle.,assurance type,internal
Forise International Limited_report,B-ENV_GHG_AET,"The group does not consume fuel directly from either renewable or non-renewable sources, therefore it does not generate any air emissions and direct scope 1 greenhouse gas “greenhouse gas” emissions. the group only consumes electricity for its daily operations. as the utility expenses were included in the management fee of the rented share offices, relevant energy consumption data and energy indirect scope 2 greenhouse gas emissions are not available.",tCO2e,0
Forise International Limited_report,B-ENV_GHG_AE1,"The group does not consume fuel directly from either renewable or non-renewable sources, therefore it does not generate any air emissions and direct scope 1 greenhouse gas “greenhouse gas” emissions.",tCO2e,0
Forise International Limited_report,B-ENV_GHG_AE2,"as the utility expenses were included in the management fee of the rented share offices, relevant energy consumption data and energy indirect scope 2 greenhouse gas emissions are not available.",tCO2e,Not Available
Forise International Limited_report,B-ENV_GHG_AE3,"Based on the group's operating scope, our business operations have very limited impact towards the environment. however, we always strive to avoid unnecessary impact on the environment and to further reduce environmental impact. our efforts are mainly focused towards minimising our energy usage.",tCO2e,Not Available
Forise International Limited_report,B-ENV_GHG_EIT,The group's revenue for the financial year ended 31 december 2022 “fy2022” amounted to singapore dollar0.32 million.,tCO2e/SGD,Not Available
Forise International Limited_report,B-ENV_GHG_EI1,"The group does not consume fuel directly from either renewable or non-renewable sources, therefore it does not generate any air emissions and direct scope 1 greenhouse gas “greenhouse gas” emissions.",tCO2e/Unspecified Metric,0
Forise International Limited_report,B-ENV_GHG_EI2,"as the utility expenses were included in the management fee of the rented share offices, relevant energy consumption data and energy indirect scope 2 greenhouse gas emissions are not available.",tCO2e/square footage,Not Available
Forise International Limited_report,B-ENV_GHG_EI3,"Based on the group's operating scope, our business operations have very limited impact towards the environment.",tCO2e/product sold,Not Available
Forise International Limited_report,B-ENV_ENC_TEC,"as the utility expenses were included in the management fee of the rented share offices, relevant energy consumption data and energy indirect scope 2 greenhouse gas emissions are not available.",MWhs,Not Available
Forise International Limited_report,B-ENV_ENC_ECI,"as the utility expenses were included in the management fee of the rented share offices, relevant energy consumption data and energy indirect scope 2 greenhouse gas emissions are not available.",MWhs/square footage,Not Available
Forise International Limited_report,B-ENV_WAC_TWC,"Based on the group's operating scope, our business operations have very limited impact towards the environment.",ML,Not Available
Forise International Limited_report,B-ENV_WAC_WCI,"Based on the group's operating scope, our business operations have very limited impact towards the environment.",ML/unit produced,Not Available
Forise International Limited_report,B-ENV_WAG_TWG,"Based on the group's operating scope, our business operations have very limited impact towards the environment.",tons,Not Available
Forise International Limited_report,B-SOC_GED_CEG_M,"as at 31 december 2022, the group has a total of 10 employees as at 31 december 2021: 17 employees . table: employee breakdown by category as of 31 december 2022 category: by gender category: male, governance body: executive directors: 2 100% , employees: management: 3 75% , employees: general staff: 3 75% , total: 8 80% category: female, governance body: executive directors: -, employees: management: 1 25% , employees: general staff: 1 25% , total: 2 20% ",percent,80
Forise International Limited_report,B-SOC_GED_CEG_F,"as at 31 december 2022, the group has a total of 10 employees as at 31 december 2021: 17 employees . table: employee breakdown by category as of 31 december 2022 category: by gender category: male, governance body: executive directors: 2 100% , employees: management: 3 75% , employees: general staff: 3 75% , total: 8 80% category: female, governance body: executive directors: -, employees: management: 1 25% , employees: general staff: 1 25% , total: 2 20% ",percent,20
Forise International Limited_report,B-SOC_GED_NHG_M,"table: employee new hires fy2022 category: by gender category: male, number and rate: 1 13% category: female, number and rate: – category: by age group category: < 30 years old, number and rate: – category: 30 - 50 years old, number and rate: 1 10% category: 50 years old, number and rate: – category: by geographic region category: singapore, number and rate: 1 33% category: china, number and rate: – category: india, number and rate: – table end.",percent,13
Forise International Limited_report,B-SOC_GED_NHG_F,"table: employee new hires fy2022 category: by gender category: male, number and rate: 1 13% category: female, number and rate: – category: by age group category: < 30 years old, number and rate: – category: 30 - 50 years old, number and rate: 1 10% category: 50 years old, number and rate: – category: by geographic region category: singapore, number and rate: 1 33% category: china, number and rate: – category: india, number and rate: – table end.",percent,0
Forise International Limited_report,B-SOC_GED_ETG_M,"table: employee turnover fy2022 category: by gender category: male, number and rate: 6 75% category: female, number and rate: 1 50% category: by age group category: < 30 years old, number and rate: 3 – category: 30 - 50 years old, number and rate: 4 40% category: 50 years old, number and rate: – category: by geographic region category: singapore, number and rate: – category: china, number and rate: – category: india, number and rate: 7 175% table end.",percent,75
Forise International Limited_report,B-SOC_GED_ETG_F,"table: employee turnover fy2022 category: by gender category: male, number and rate: 6 75% category: female, number and rate: 1 50% category: by age group category: < 30 years old, number and rate: 3 – category: 30 - 50 years old, number and rate: 4 40% category: 50 years old, number and rate: – category: by geographic region category: singapore, number and rate: – category: china, number and rate: – category: india, number and rate: 7 175% table end.",percent,50
Forise International Limited_report,B-SOC_AGD_CEA_U30,"table: employee breakdown by category as of 31 december 2022 category: by age group category: < 30 years old, governance body: executive directors: -, employees: management: -, employees: general staff: -, total: - category: 30 - 50 years old, governance body: executive directors: 2 100% , employees: management: 4 100% , employees: general staff: 4 100% , total: 10 100% category: 50 years old, governance body: executive directors: -, employees: management: -, employees: general staff: -, total: - category: by geographical region place of work category: singapore, governance body: executive directors: 2 100% , employees: management: 1 25% , employees: general staff: 1 25% , total: 4 40% category: china, governance body: executive directors: -, employees: management: 2 50% , employees: general staff: 1 25% , total: 3 30% category: india, governance body: executive directors: -, employees: management: 1 25% , employees: general staff: 3 75% , total: 4 40%",percent,0
Forise International Limited_report,B-SOC_AGD_CEA_B35,"table: employee breakdown by category as of 31 december 2022 category: by age group category: < 30 years old, governance body: executive directors: -, employees: management: -, employees: general staff: -, total: - category: 30 - 50 years old, governance body: executive directors: 2 100% , employees: management: 4 100% , employees: general staff: 4 100% , total: 10 100% category: 50 years old, governance body: executive directors: -, employees: management: -, employees: general staff: -, total: - category: by geographical region place of work category: singapore, governance body: executive directors: 2 100% , employees: management: 1 25% , employees: general staff: 1 25% , total: 4 40% category: china, governance body: executive directors: -, employees: management: 2 50% , employees: general staff: 1 25% , total: 3 30% category: india, governance body: executive directors: -, employees: management: 1 25% , employees: general staff: 3 75% , total: 4 40%",percent,100
Forise International Limited_report,B-SOC_AGD_CEA_A50,"table: employee breakdown by category as of 31 december 2022 category: by age group category: < 30 years old, governance body: executive directors: -, employees: management: -, employees: general staff: -, total: - category: 30 - 50 years old, governance body: executive directors: 2 100% , employees: management: 4 100% , employees: general staff: 4 100% , total: 10 100% category: 50 years old, governance body: executive directors: -, employees: management: -, employees: general staff: -, total: - category: by geographical region place of work category: singapore, governance body: executive directors: 2 100% , employees: management: 1 25% , employees: general staff: 1 25% , total: 4 40% category: china, governance body: executive directors: -, employees: management: 2 50% , employees: general staff: 1 25% , total: 3 30% category: india, governance body: executive directors: -, employees: management: 1 25% , employees: general staff: 3 75% , total: 4 40%",percent,0
Forise International Limited_report,B-SOC_AGD_NHI_U30,"table: employee new hires fy2022 category: by age group category: < 30 years old, number and rate: – category: 30 - 50 years old, number and rate: 1 10% category: 50 years old, number and rate: – category: by geographic region category: singapore, number and rate: 1 33% category: china, number and rate: – category: india, number and rate: – table end.",percent,0
Forise International Limited_report,B-SOC_AGD_NHI_B35,"table: employee new hires fy2022 category: by age group category: < 30 years old, number and rate: – category: 30 - 50 years old, number and rate: 1 10% category: 50 years old, number and rate: – category: by geographic region category: singapore, number and rate: 1 33% category: china, number and rate: – category: india, number and rate: – table end.",percent,10
Forise International Limited_report,B-SOC_AGD_NHI_A50,"table: employee new hires fy2022 category: by age group category: < 30 years old, number and rate: – category: 30 - 50 years old, number and rate: 1 10% category: 50 years old, number and rate: – category: by geographic region category: singapore, number and rate: 1 33% category: china, number and rate: – category: india, number and rate: – table end.",percent,0
Forise International Limited_report,B-SOC_AGD_TOR_U30,"table: employee turnover fy2022 category: by age group category: < 30 years old, number and rate: 3 – category: 30 - 50 years old, number and rate: 4 40% category: 50 years old, number and rate: – category: by geographic region category: singapore, number and rate: – category: china, number and rate: – category: india, number and rate: 7 175% table end.",percent,0
Forise International Limited_report,B-SOC_AGD_TOR_B35,"table: employee turnover fy2022 category: by age group category: < 30 years old, number and rate: 3 – category: 30 - 50 years old, number and rate: 4 40% category: 50 years old, number and rate: – category: by geographic region category: singapore, number and rate: – category: china, number and rate: – category: india, number and rate: 7 175% table end.",percent,40
Forise International Limited_report,B-SOC_AGD_TOR_A50,"table: employee turnover fy2022 category: by age group category: < 30 years old, number and rate: 3 – category: 30 - 50 years old, number and rate: 4 40% category: 50 years old, number and rate: – category: by geographic region category: singapore, number and rate: – category: china, number and rate: – category: india, number and rate: 7 175% table end.",percent,0
Forise International Limited_report,B-SOC_DEV_ATH_M,all directors have undergone an average of 4 hours of training per employee training on sustainability matters as prescribed by the sgx-st. there is no training given to employees in fy2022 as the group reduces gathering due to the covid-19 pandemic.,hours,0
Forise International Limited_report,B-SOC_DEV_ATH_F,all directors have undergone an average of 4 hours of training per employee training on sustainability matters as prescribed by the sgx-st. there is no training given to employees in fy2022 as the group reduces gathering due to the covid-19 pandemic.,hours,0
Forise International Limited_report,B-SOC_OHS_FAT,"there have been no work-related fatalities, high-consequence work-related injuries and recordable work-related injuries for fy2022 fy2021: nil and we target to maintain the record for fy2023.",number,0
Forise International Limited_report,B-SOC_OHS_HCI,"there have been no work-related fatalities, high-consequence work-related injuries and recordable work-related injuries for fy2022 fy2021: nil and we target to maintain the record for fy2023.",number,0
Forise International Limited_report,B-SOC_OHS_REC,"there have been no work-related fatalities, high-consequence work-related injuries and recordable work-related injuries for fy2022 fy2021: nil and we target to maintain the record for fy2023.",number,0
Forise International Limited_report,B-SOC_OHS_RWI,"there have been no work-related fatalities, high-consequence work-related injuries and recordable work-related injuries for fy2022 fy2021: nil and we target to maintain the record for fy2023.",number,0
Forise International Limited_report,B-GOV_BOC_BIN,"as at the date of this annual report, the board has four directors, comprising two executive directors and two independent non-executive directors.",percent,50
Forise International Limited_report,B-GOV_BOC_WOB,"as at the date of this annual report, the board has four directors, comprising two executive directors and two independent non-executive directors.",percent,0
Forise International Limited_report,B-GOV_MAD_WMT,"as at 31 december 2022, the group has a total of 10 employees as at 31 december 2021: 17 employees . table: employee breakdown by category as of 31 december 2022 category: by gender category: male, governance body: executive directors: 2 100% , employees: management: 3 75% , employees: general staff: 3 75% , total: 8 80% category: female, governance body: executive directors: -, employees: management: 1 25% , employees: general staff: 1 25% , total: 2 20% category: by age group category: < 30 years old, governance body: executive directors: -, employees: management: -, employees: general staff: -, total: - category: 30 - 50 years old, governance body: executive directors: 2 100% , employees: management: 4 100% , employees: general staff: 4 100% , total: 10 100% category: 50 years old, governance body: executive directors: -, employees: management: -, employees: general staff: -, total: - category: by geographical region place of work category: singapore, governance body: executive directors: 2 100% , employees: management: 1 25% , employees: general staff: 1 25% , total: 4 40% category: china, governance body: executive directors: -, employees: management: 2 50% , employees: general staff: 1 25% , total: 3 30% category: india, governance body: executive directors: -, employees: management: 1 25% , employees: general staff: 3 75% , total: 4 40%",percent,25
Forise International Limited_report,B-GOV_ETB_ACD,"the group has a zero-tolerance stance on corruption. in our dealings with our clients, we require our employees to strictly uphold the group’s policy on anti-corruption, anti-bribery and anti-fraud. we have put in place a whistle blowing policy that sets out the procedures for a whistle-blower to make a report on misconduct or wrongdoing relating to the group and its officers. the audit committee is responsible for overseeing and monitoring the whistleblowing process. together with the group’s internal auditors, the audit committee reviews the anti-corruption and whistleblowing policies regularly to ensure that their robustness and comprehensiveness. the relevant policies and procedures have been communicated to all board members and all employees via internal memo and employment contracts. please refer to the “corporate governance and risk management” section of the annual report for further details on the group’s whistle blowing policy. there were no reported incidents of corruption, fraud or other malpractice in fy2022 fy2021: nil and we target to maintain the record for fy2023.",number,1
Forise International Limited_report,B-GOV_ETB_ACT_N,"the relevant policies and procedures have been communicated to all board members and all employees via internal memo and employment contracts. there were no reported incidents of corruption, fraud or other malpractice in fy2022 fy2021: nil and we target to maintain the record for fy2023.",number,0
Forise International Limited_report,B-GOV_ETB_ACT_P,"the relevant policies and procedures have been communicated to all board members and all employees via internal memo and employment contracts. there were no reported incidents of corruption, fraud or other malpractice in fy2022 fy2021: nil and we target to maintain the record for fy2023.",percent,0
Forise International Limited_report,B-GOV_CER_LRC,"Based on the group's operating scope, our business operations have very limited impact towards the environment.",certifications,None mentioned
Forise International Limited_report,B-GOV_ALF_AFD,"the report is prepared in compliance with the listing rules 711a and 711b and the requirements of practice note 7.6 of singapore exchange securities trading limited “sgx-st” , and with reference to the global reporting initiative “gri” standards 2021. the gri standards were chosen as the reporting framework because it is one of the most established international sustainability reporting standards, setting out generic sustainability factors, including general principles and indicators for reporting on policies, practices, performance and targets. in fy2022, the following material aspects were identified: list of material topics category: governance , material aspects: business ethics and compliance, enterprise risk management “erm” category: economic , material aspects: economic performance, anti-corruption and whistleblowing category: environmental , material aspects: climate risk mitigation and adaptation, energy and emissions management, supplier environmental assessment category: social , material aspects: diversity and equal opportunity, fair employment, occupational health and safety, training and education, customer privacy protection, supporting local communities table end. through the adoption of the recommendations of the tcfd framework, we assess the impact of key climate-related risks and opportunities and disclose climate action strategy under four overarching elements, including governance, strategy, risk management and metrics and targets. material eesg issues were identified and prioritized using regulatory requirements, international standards sasb and msci , global and industry trends, peer benchmarking, and management interviews.",frameworks,"GRI Standards 2021, TCFD, SASB, MSCI"
Forise International Limited_report,B-GOV_ASS_ASR,"this report has undergone the internal review process and was reviewed by the board. the report and selected parts of the sustainability reporting process, including the data collection process, have been reviewed by an internal auditor engaged by the group. we have relied on internal data monitoring and verification to ensure accuracy. we may consider seeking external independent assurance in the future.",assurance_type,internal
DBS Group Holdings Limited_report,B-ENV_GHG_AET,"in 2023, our operational energy consumption was 121,357 megawatt-hours and our carbon emissions were 53,446 tonnes of carbon dioxide equivalent.",tonnes of carbon dioxide equivalent,"53,446"
DBS Group Holdings Limited_report,B-ENV_GHG_AE1,"a scope 1 tonnes of carbon dioxide equivalent , singapore: 217, hong kong: 22, china: 0, taiwan: 0, india: 147, indonesia: 196, international centres: 0, total: 582",tonnes of carbon dioxide equivalent,582
DBS Group Holdings Limited_report,B-ENV_GHG_AE2,"b scope 2 tonnes of carbon dioxide equivalent : i. gross location-based , singapore: 16,265, hong kong: 4,980, china: 2,068, taiwan: 2,653, india: 11,852, indonesia: 7,185, international centres: 794, total: 45,797",tonnes of carbon dioxide equivalent,"45,797"
DBS Group Holdings Limited_report,B-ENV_GHG_AE3,"c operational scope 3 tonnes of carbon dioxide equivalent , singapore: 20,920, hong kong: 2,277, china: 2,180, taiwan: 592, india: 3,739, indonesia: 2,888, international centres: 556, total: 33,152",tonnes of carbon dioxide equivalent,"33,152"
DBS Group Holdings Limited_report,B-ENV_GHG_EIT,"total carbon emission intensity, market-based, by total income tonnes of carbon dioxide equivalent/ singapore dollar million  singapore: 2.79, hong kong: 0.72, china: 3.53, taiwan: 5.93, india: 5.99, indonesia: 4.72, international centres: 1.57, total: 2.68",tonnes of carbon dioxide equivalent/Singapore dollar million,2.68
DBS Group Holdings Limited_report,B-ENV_GHG_EI1,"There is no information on Scope 1 emission intensity provided in the report with an organisation-specific metric.  The report provides Scope 1 emissions in total tCO2e, but not as an intensity metric.",null,null
DBS Group Holdings Limited_report,B-ENV_GHG_EI2,"There is no information on Scope 2 emission intensity provided in the report with an organisation-specific metric such as square footage. The report provides Scope 2 emissions in total tCO2e, but not as an intensity metric.",null,null
DBS Group Holdings Limited_report,B-ENV_GHG_EI3,"There is no information on Scope 3 emission intensity provided in the report with an organisation-specific metric such as product sold.  The report provides Scope 3 emissions in total tCO2e, but not as an intensity metric. ",null,null
DBS Group Holdings Limited_report,B-ENV_ENC_TEC,"in 2023, our operational energy consumption was 121,357 megawatt-hours and our carbon emissions were 53,446 tonnes of carbon dioxide equivalent.",megawatt-hours,"121,357"
DBS Group Holdings Limited_report,B-ENV_ENC_ECI,"total energy consumption intensity by total income megawatt-hours/ singapore dollar million , singapore: 4.91, hong kong: 3.12, china: 8.88, taiwan: 11.69, india: 29.76, indonesia: 19.37, international centres: 1.90, total: 6.09",megawatt-hours/Singapore dollar million,6.09
DBS Group Holdings Limited_report,B-ENV_WAC_TWC,"total water consumption cubic meters , singapore: 58,306, hong kong: 12,556, china: 5,679, taiwan: 40,475, india: 27,798, indonesia: 35,909, international centres: -, total: 180,724",cubic meters,"180,724"
DBS Group Holdings Limited_report,B-ENV_WAC_WCI,"total water consumption intensity by total income cubic meters/ singapore dollar million , singapore: 4.35, hong kong: 3.91, china: 9.20, taiwan: 73.99, india: 42.83, indonesia: 54.90, international centres: -, total: 9.06",cubic meters/Singapore dollar million,9.06
DBS Group Holdings Limited_report,B-ENV_WAG_TWG,"region: total , total waste generated total weight of recycled waste, including electronic waste : 1311.5 ",tonnes,1311.5
DBS Group Holdings Limited_report,B-SOC_GED_CEG_M,"overall, women comprise half of our workforce, 41% of our senior management svp to md and drive some of our largest businesses and functions across the bank.",percentage,50
DBS Group Holdings Limited_report,B-SOC_GED_CEG_F,"overall, women comprise half of our workforce, 41% of our senior management svp to md and drive some of our largest businesses and functions across the bank.",percentage,50
DBS Group Holdings Limited_report,B-SOC_GED_NHG_M,"category: percentage of women among new hires, 2023: 53%, 2022: 40%",percentage,47
DBS Group Holdings Limited_report,B-SOC_GED_NHG_F,"category: percentage of women among new hires, 2023: 53%, 2022: 40%",percentage,53
DBS Group Holdings Limited_report,B-SOC_GED_ETG_M,"category: percentage of women attrition, 2023: 44%, 2022: 43%",percentage,56
DBS Group Holdings Limited_report,B-SOC_GED_ETG_F,"category: percentage of women attrition, 2023: 44%, 2022: 43%",percentage,44
DBS Group Holdings Limited_report,B-SOC_AGD_CEA_U30,"category: x < 30, headcount: 7,708, work force mix: 19%",percentage,19
DBS Group Holdings Limited_report,B-SOC_AGD_CEA_B35,"category: 30 ≥ x ≤ 50, headcount: 28,307, work force mix: 69%",percentage,69
DBS Group Holdings Limited_report,B-SOC_AGD_CEA_A50,"category: x 50, headcount: 4,755, work force mix: 12%",percentage,12
DBS Group Holdings Limited_report,B-SOC_AGD_NHI_U30,"category: x < 30, headcount: 7,708, work force mix: 19%, no. of new hires: 3,642, new hire rate: 47%",percentage,47
DBS Group Holdings Limited_report,B-SOC_AGD_NHI_B35,"category: 30 ≥ x ≤ 50, headcount: 28,307, work force mix: 69%, no. of new hires: 5,662, new hire rate: 20%",percentage,20
DBS Group Holdings Limited_report,B-SOC_AGD_NHI_A50,"category: x 50, headcount: 4,755, work force mix: 12%, no. of new hires: 594, new hire rate: 12%",percentage,12
DBS Group Holdings Limited_report,B-SOC_AGD_TOR_U30,"category: x < 30, headcount: 7,708, work force mix: 19%, no. of new hires: 3,642, new hire rate: 47%, no. of voluntary attrition: 931, voluntary attrition rate: 14%",percentage,14
DBS Group Holdings Limited_report,B-SOC_AGD_TOR_B35,"category: 30 ≥ x ≤ 50, headcount: 28,307, work force mix: 69%, no. of new hires: 5,662, new hire rate: 20%, no. of voluntary attrition: 2,148, voluntary attrition rate: 8%",percentage,8
DBS Group Holdings Limited_report,B-SOC_AGD_TOR_A50,"category: x 50, headcount: 4,755, work force mix: 12%, no. of new hires: 594, new hire rate: 12%, no. of voluntary attrition: 177, voluntary attrition rate: 4%",percentage,4
